x-axis,1,2,3
second,Volt,Volt,Volt
-4.8300E-03,+1.6515951E+00,+1.6551516E+00,+1.7292113E+00
-4.8200E-03,+1.6458420E+00,+1.6331851E+00,+1.7103828E+00
-4.8100E-03,+1.6416579E+00,+1.6483525E+00,+1.6988765E+00
-4.8000E-03,+1.6542102E+00,+1.6410303E+00,+1.7014916E+00
-4.7900E-03,+1.6364278E+00,+1.6551516E+00,+1.7292113E+00
-4.7800E-03,+1.6406119E+00,+1.6384152E+00,+1.7046297E+00
-4.7700E-03,+1.6547332E+00,+1.6384152E+00,+1.7088138E+00
-4.7600E-03,+1.6322437E+00,+1.6436454E+00,+1.7014916E+00
-4.7500E-03,+1.6348587E+00,+1.6384152E+00,+1.7140439E+00
-4.7400E-03,+1.6515951E+00,+1.6493985E+00,+1.7098598E+00
-4.7300E-03,+1.6379968E+00,+1.6384152E+00,+1.7088138E+00
-4.7200E-03,+1.6348587E+00,+1.6384152E+00,+1.6847552E+00
-4.7100E-03,+1.6667625E+00,+1.6232479E+00,+1.6988765E+00
-4.7000E-03,+1.6400889E+00,+1.6331851E+00,+1.6988765E+00
-4.6900E-03,+1.6379968E+00,+1.6483525E+00,+1.7156129E+00
-4.6800E-03,+1.6515951E+00,+1.6551516E+00,+1.6988765E+00
-4.6700E-03,+1.6683315E+00,+1.6384152E+00,+1.7004456E+00
-4.6600E-03,+1.6515951E+00,+1.6661349E+00,+1.7046297E+00
-4.6500E-03,+1.6583943E+00,+1.6483525E+00,+1.6988765E+00
-4.6400E-03,+1.6233525E+00,+1.6436454E+00,+1.7014916E+00
-4.6300E-03,+1.6348587E+00,+1.6567207E+00,+1.6988765E+00
-4.6200E-03,+1.6406119E+00,+1.6384152E+00,+1.6988765E+00
-4.6100E-03,+1.6515951E+00,+1.6551516E+00,+1.7124749E+00
-4.6000E-03,+1.6542102E+00,+1.6410303E+00,+1.6988765E+00
-4.5900E-03,+1.6212604E+00,+1.6399843E+00,+1.7156129E+00
-4.5800E-03,+1.6406119E+00,+1.6493985E+00,+1.7213661E+00
-4.5700E-03,+1.6447960E+00,+1.6551516E+00,+1.7056757E+00
-4.5600E-03,+1.6374738E+00,+1.6295240E+00,+1.6988765E+00
-4.5500E-03,+1.6515951E+00,+1.6551516E+00,+1.7004456E+00
-4.5400E-03,+1.6458420E+00,+1.6441684E+00,+1.7046297E+00
-4.5300E-03,+1.6280596E+00,+1.6551516E+00,+1.7020146E+00
-4.5200E-03,+1.6489801E+00,+1.6410303E+00,+1.7014916E+00
-4.5100E-03,+1.6332897E+00,+1.6384152E+00,+1.7156129E+00
-4.5000E-03,+1.6568253E+00,+1.6551516E+00,+1.6878933E+00
-4.4900E-03,+1.6547332E+00,+1.6483525E+00,+1.7255502E+00
-4.4800E-03,+1.6515951E+00,+1.6499215E+00,+1.7297343E+00
-4.4700E-03,+1.6364278E+00,+1.6399843E+00,+1.7292113E+00
-4.4600E-03,+1.6515951E+00,+1.6551516E+00,+1.7098598E+00
-4.4500E-03,+1.6583943E+00,+1.6452144E+00,+1.7124749E+00
-4.4400E-03,+1.6374738E+00,+1.6525366E+00,+1.6988765E+00
-4.4300E-03,+1.6515951E+00,+1.6687500E+00,+1.7140439E+00
-4.4200E-03,+1.6353818E+00,+1.6493985E+00,+1.7098598E+00
-4.4100E-03,+1.6583943E+00,+1.6551516E+00,+1.7156129E+00
-4.4000E-03,+1.6515951E+00,+1.6384152E+00,+1.6988765E+00
-4.3900E-03,+1.6364278E+00,+1.6535826E+00,+1.7140439E+00
-4.3800E-03,+1.6625784E+00,+1.6441684E+00,+1.6988765E+00
-4.3700E-03,+1.6447960E+00,+1.6551516E+00,+1.7255502E+00
-4.3600E-03,+1.6374738E+00,+1.6436454E+00,+1.7182280E+00
-4.3500E-03,+1.6667625E+00,+1.6551516E+00,+1.7307803E+00
-4.3400E-03,+1.6458420E+00,+1.6493985E+00,+1.6988765E+00
-4.3300E-03,+1.6416579E+00,+1.6452144E+00,+1.6988765E+00
-4.3200E-03,+1.6631014E+00,+1.6384152E+00,+1.7129979E+00
-4.3100E-03,+1.6667625E+00,+1.6535826E+00,+1.7004456E+00
-4.3000E-03,+1.6296286E+00,+1.6493985E+00,+1.7098598E+00
-4.2900E-03,+1.6317207E+00,+1.6483525E+00,+1.7056757E+00
-4.2800E-03,+1.6463650E+00,+1.6692730E+00,+1.7156129E+00
-4.2700E-03,+1.6348587E+00,+1.6384152E+00,+1.6988765E+00
-4.2600E-03,+1.6296286E+00,+1.6493985E+00,+1.7265962E+00
-4.2500E-03,+1.6416579E+00,+1.6384152E+00,+1.7255502E+00
-4.2400E-03,+1.6515951E+00,+1.6384152E+00,+1.7014916E+00
-4.2300E-03,+1.6364278E+00,+1.6399843E+00,+1.7020146E+00
-4.2200E-03,+1.6625784E+00,+1.6441684E+00,+1.7098598E+00
-4.2100E-03,+1.6515951E+00,+1.6384152E+00,+1.6988765E+00
-4.2000E-03,+1.6515951E+00,+1.6436454E+00,+1.7156129E+00
-4.1900E-03,+1.6515951E+00,+1.6384152E+00,+1.6988765E+00
-4.1800E-03,+1.6348587E+00,+1.6441684E+00,+1.7213661E+00
-4.1700E-03,+1.6515951E+00,+1.6483525E+00,+1.7156129E+00
-4.1600E-03,+1.6489801E+00,+1.6525366E+00,+1.7156129E+00
-4.1500E-03,+1.6515951E+00,+1.6384152E+00,+1.7004456E+00
-4.1400E-03,+1.6348587E+00,+1.6384152E+00,+1.7098598E+00
-4.1300E-03,+1.6416579E+00,+1.6452144E+00,+1.7156129E+00
-4.1200E-03,+1.6374738E+00,+1.6692730E+00,+1.7156129E+00
-4.1100E-03,+1.6364278E+00,+1.6535826E+00,+1.7020146E+00
-4.1000E-03,+1.6515951E+00,+1.6551516E+00,+1.7098598E+00
-4.0900E-03,+1.6249215E+00,+1.6452144E+00,+1.7020146E+00
-4.0800E-03,+1.6348587E+00,+1.6577667E+00,+1.7156129E+00
-4.0700E-03,+1.6667625E+00,+1.6399843E+00,+1.7140439E+00
-4.0600E-03,+1.6458420E+00,+1.6493985E+00,+1.6988765E+00
-4.0500E-03,+1.6280596E+00,+1.6452144E+00,+1.7088138E+00
-4.0400E-03,+1.6348587E+00,+1.6525366E+00,+1.6988765E+00
-4.0300E-03,+1.6484571E+00,+1.6535826E+00,+1.6988765E+00
-4.0200E-03,+1.6353818E+00,+1.6493985E+00,+1.7156129E+00
-4.0100E-03,+1.6348587E+00,+1.6452144E+00,+1.6988765E+00
-4.0000E-03,+1.6515951E+00,+1.6410303E+00,+1.7014916E+00
-3.9900E-03,+1.6348587E+00,+1.6399843E+00,+1.7004456E+00
-3.9800E-03,+1.6238755E+00,+1.6551516E+00,+1.6988765E+00
-3.9700E-03,+1.6416579E+00,+1.6551516E+00,+1.7088138E+00
-3.9600E-03,+1.6489801E+00,+1.6525366E+00,+1.7156129E+00
-3.9500E-03,+1.6348587E+00,+1.6520136E+00,+1.6988765E+00
-3.9400E-03,+1.6296286E+00,+1.6441684E+00,+1.7046297E+00
-3.9300E-03,+1.6515951E+00,+1.6682270E+00,+1.6988765E+00
-3.9200E-03,+1.6207374E+00,+1.6410303E+00,+1.7129979E+00
-3.9100E-03,+1.6500261E+00,+1.6384152E+00,+1.6973075E+00
-3.9000E-03,+1.6406119E+00,+1.6551516E+00,+1.7265962E+00
-3.8900E-03,+1.6447960E+00,+1.6483525E+00,+1.7187510E+00
-3.8800E-03,+1.6348587E+00,+1.6410303E+00,+1.7041067E+00
-3.8700E-03,+1.6364278E+00,+1.6384152E+00,+1.7140439E+00
-3.8600E-03,+1.6683315E+00,+1.6274320E+00,+1.7213661E+00
-3.8500E-03,+1.6416579E+00,+1.6551516E+00,+1.7056757E+00
-3.8400E-03,+1.6374738E+00,+1.6692730E+00,+1.7156129E+00
-3.8300E-03,+1.6500261E+00,+1.6415533E+00,+1.7171820E+00
-3.8200E-03,+1.6515951E+00,+1.6551516E+00,+1.7046297E+00
-3.8100E-03,+1.6447960E+00,+1.6619508E+00,+1.7156129E+00
-3.8000E-03,+1.6348587E+00,+1.6384152E+00,+1.7103828E+00
-3.7900E-03,+1.6515951E+00,+1.6551516E+00,+1.7307803E+00
-3.7800E-03,+1.6348587E+00,+1.6384152E+00,+1.6988765E+00
-3.7700E-03,+1.6416579E+00,+1.6452144E+00,+1.7192740E+00
-3.7600E-03,+1.6374738E+00,+1.6242939E+00,+1.7014916E+00
-3.7500E-03,+1.6364278E+00,+1.6551516E+00,+1.7156129E+00
-3.7400E-03,+1.6458420E+00,+1.6551516E+00,+1.7265962E+00
-3.7300E-03,+1.6416579E+00,+1.6384152E+00,+1.7056757E+00
-3.7200E-03,+1.6181223E+00,+1.6692730E+00,+1.7156129E+00
-3.7100E-03,+1.6500261E+00,+1.6535826E+00,+1.7004456E+00
-3.7000E-03,+1.6348587E+00,+1.6551516E+00,+1.7265962E+00
-3.6900E-03,+1.6348587E+00,+1.6483525E+00,+1.7187510E+00
-3.6800E-03,+1.6233525E+00,+1.6551516E+00,+1.7129979E+00
-3.6700E-03,+1.6348587E+00,+1.6384152E+00,+1.6988765E+00
-3.6600E-03,+1.6406119E+00,+1.6441684E+00,+1.6988765E+00
-3.6500E-03,+1.6447960E+00,+1.6452144E+00,+1.6988765E+00
-3.6400E-03,+1.6181223E+00,+1.6410303E+00,+1.7182280E+00
-3.6300E-03,+1.6500261E+00,+1.6535826E+00,+1.7307803E+00
-3.6200E-03,+1.6406119E+00,+1.6441684E+00,+1.7156129E+00
-3.6100E-03,+1.6515951E+00,+1.6452144E+00,+1.7088138E+00
-3.6000E-03,+1.6515951E+00,+1.6551516E+00,+1.7156129E+00
-3.5900E-03,+1.6364278E+00,+1.6551516E+00,+1.7004456E+00
-3.5800E-03,+1.6458420E+00,+1.6384152E+00,+1.6988765E+00
-3.5700E-03,+1.6447960E+00,+1.6551516E+00,+1.7088138E+00
-3.5600E-03,+1.6348587E+00,+1.6577667E+00,+1.7129979E+00
-3.5500E-03,+1.6636244E+00,+1.6535826E+00,+1.7323493E+00
-3.5400E-03,+1.6348587E+00,+1.6493985E+00,+1.7046297E+00
-3.5300E-03,+1.6317207E+00,+1.6520136E+00,+1.6988765E+00
-3.5200E-03,+1.6233525E+00,+1.6525366E+00,+1.7129979E+00
-3.5100E-03,+1.6515951E+00,+1.6551516E+00,+1.7307803E+00
-3.5000E-03,+1.6238755E+00,+1.6493985E+00,+1.7156129E+00
-3.4900E-03,+1.6348587E+00,+1.6384152E+00,+1.6988765E+00
-3.4800E-03,+1.6463650E+00,+1.6692730E+00,+1.7156129E+00
-3.4700E-03,+1.6500261E+00,+1.6551516E+00,+1.7140439E+00
-3.4600E-03,+1.6515951E+00,+1.6551516E+00,+1.7208431E+00
-3.4500E-03,+1.6447960E+00,+1.6284780E+00,+1.7124749E+00
-3.4400E-03,+1.6374738E+00,+1.6269090E+00,+1.6988765E+00
-3.4300E-03,+1.6364278E+00,+1.6399843E+00,+1.6988765E+00
-3.4200E-03,+1.6458420E+00,+1.6441684E+00,+1.7046297E+00
-3.4100E-03,+1.6515951E+00,+1.6352772E+00,+1.7156129E+00
-3.4000E-03,+1.6181223E+00,+1.6384152E+00,+1.6988765E+00
-3.3900E-03,+1.6332897E+00,+1.6535826E+00,+1.7156129E+00
-3.3800E-03,+1.6568253E+00,+1.6384152E+00,+1.6988765E+00
-3.3700E-03,+1.6615324E+00,+1.6452144E+00,+1.7056757E+00
-3.3600E-03,+1.6489801E+00,+1.6525366E+00,+1.7271192E+00
-3.3500E-03,+1.6500261E+00,+1.6384152E+00,+1.6988765E+00
-3.3400E-03,+1.6510721E+00,+1.6384152E+00,+1.7208431E+00
-3.3300E-03,+1.6447960E+00,+1.6384152E+00,+1.7156129E+00
-3.3200E-03,+1.6348587E+00,+1.6410303E+00,+1.7182280E+00
-3.3100E-03,+1.6348587E+00,+1.6703190E+00,+1.7156129E+00
-3.3000E-03,+1.6348587E+00,+1.6493985E+00,+1.6988765E+00
-3.2900E-03,+1.6447960E+00,+1.6452144E+00,+1.7156129E+00
-3.2800E-03,+1.6259675E+00,+1.6410303E+00,+1.7182280E+00
-3.2700E-03,+1.6500261E+00,+1.6567207E+00,+1.6988765E+00
-3.2600E-03,+1.6291056E+00,+1.6384152E+00,+1.7156129E+00
-3.2500E-03,+1.6280596E+00,+1.6551516E+00,+1.7088138E+00
-3.2400E-03,+1.6374738E+00,+1.6410303E+00,+1.7182280E+00
-3.2300E-03,+1.6212604E+00,+1.6520136E+00,+1.6988765E+00
-3.2200E-03,+1.6400889E+00,+1.6441684E+00,+1.6988765E+00
-3.2100E-03,+1.6447960E+00,+1.6384152E+00,+1.7156129E+00
-3.2000E-03,+1.6348587E+00,+1.6410303E+00,+1.7156129E+00
-3.1900E-03,+1.6364278E+00,+1.6399843E+00,+1.7004456E+00
-3.1800E-03,+1.6406119E+00,+1.6389383E+00,+1.7156129E+00
-3.1700E-03,+1.6447960E+00,+1.6384152E+00,+1.7156129E+00
-3.1600E-03,+1.6374738E+00,+1.6410303E+00,+1.7129979E+00
-3.1500E-03,+1.6515951E+00,+1.6535826E+00,+1.6988765E+00
-3.1400E-03,+1.6296286E+00,+1.6493985E+00,+1.7046297E+00
-3.1300E-03,+1.6447960E+00,+1.6551516E+00,+1.7187510E+00
-3.1200E-03,+1.6348587E+00,+1.6242939E+00,+1.6988765E+00
-3.1100E-03,+1.6348587E+00,+1.6415533E+00,+1.7140439E+00
-3.1000E-03,+1.6515951E+00,+1.6603818E+00,+1.7046297E+00
-3.0900E-03,+1.6249215E+00,+1.6551516E+00,+1.7187510E+00
-3.0800E-03,+1.6515951E+00,+1.6242939E+00,+1.7156129E+00
-3.0700E-03,+1.6348587E+00,+1.6384152E+00,+1.7140439E+00
-3.0600E-03,+1.6406119E+00,+1.6493985E+00,+1.7208431E+00
-3.0500E-03,+1.6515951E+00,+1.6551516E+00,+1.6957385E+00
-3.0400E-03,+1.6631014E+00,+1.6410303E+00,+1.7182280E+00
-3.0300E-03,+1.6348587E+00,+1.6384152E+00,+1.7004456E+00
-3.0200E-03,+1.6291056E+00,+1.6493985E+00,+1.6988765E+00
-3.0100E-03,+1.6416579E+00,+1.6384152E+00,+1.7124749E+00
-3.0000E-03,+1.6489801E+00,+1.6384152E+00,+1.7156129E+00
-2.9900E-03,+1.6364278E+00,+1.6551516E+00,+1.7020146E+00
-2.9800E-03,+1.6406119E+00,+1.6384152E+00,+1.7098598E+00
-2.9700E-03,+1.6447960E+00,+1.6316161E+00,+1.6889393E+00
-2.9600E-03,+1.6463650E+00,+1.6525366E+00,+1.6962615E+00
-2.9500E-03,+1.6196914E+00,+1.6384152E+00,+1.6988765E+00
-2.9400E-03,+1.6406119E+00,+1.6493985E+00,+1.7046297E+00
-2.9300E-03,+1.6348587E+00,+1.6483525E+00,+1.6920774E+00
-2.9200E-03,+1.6631014E+00,+1.6410303E+00,+1.7014916E+00
-2.9100E-03,+1.6348587E+00,+1.6551516E+00,+1.7156129E+00
