x-axis,1,2,3
second,Volt,Volt,Volt
-2.9000E-03,+1.6348587E+00,+1.6551516E+00,+1.7046297E+00
-2.8900E-03,+1.6416579E+00,+1.6384152E+00,+1.6988765E+00
-2.8800E-03,+1.6348587E+00,+1.6410303E+00,+1.7182280E+00
-2.8700E-03,+1.6364278E+00,+1.6535826E+00,+1.7140439E+00
-2.8600E-03,+1.6573483E+00,+1.6493985E+00,+1.7046297E+00
-2.8500E-03,+1.6181223E+00,+1.6483525E+00,+1.7255502E+00
-2.8400E-03,+1.6400889E+00,+1.6384152E+00,+1.7014916E+00
-2.8300E-03,+1.6364278E+00,+1.6384152E+00,+1.7004456E+00
-2.8200E-03,+1.6348587E+00,+1.6493985E+00,+1.7046297E+00
-2.8100E-03,+1.6583943E+00,+1.6514906E+00,+1.7056757E+00
-2.8000E-03,+1.6515951E+00,+1.6551516E+00,+1.6988765E+00
-2.7900E-03,+1.6364278E+00,+1.6703190E+00,+1.6988765E+00
-2.7800E-03,+1.6458420E+00,+1.6493985E+00,+1.6988765E+00
-2.7700E-03,+1.6416579E+00,+1.6452144E+00,+1.7156129E+00
-2.7600E-03,+1.6374738E+00,+1.6577667E+00,+1.7041067E+00
-2.7500E-03,+1.6379968E+00,+1.6415533E+00,+1.7292113E+00
-2.7400E-03,+1.6296286E+00,+1.6493985E+00,+1.7156129E+00
-2.7300E-03,+1.6348587E+00,+1.6384152E+00,+1.7088138E+00
-2.7200E-03,+1.6374738E+00,+1.6410303E+00,+1.7156129E+00
-2.7100E-03,+1.6515951E+00,+1.6535826E+00,+1.6988765E+00
-2.7000E-03,+1.6515951E+00,+1.6441684E+00,+1.7046297E+00
-2.6900E-03,+1.6317207E+00,+1.6452144E+00,+1.7187510E+00
-2.6800E-03,+1.6374738E+00,+1.6525366E+00,+1.7156129E+00
-2.6700E-03,+1.6515951E+00,+1.6399843E+00,+1.7171820E+00
-2.6600E-03,+1.6238755E+00,+1.6551516E+00,+1.6878933E+00
-2.6500E-03,+1.6348587E+00,+1.6619508E+00,+1.7156129E+00
-2.6400E-03,+1.6374738E+00,+1.6551516E+00,+1.6873703E+00
-2.6300E-03,+1.6379968E+00,+1.6399843E+00,+1.7156129E+00
-2.6200E-03,+1.6348587E+00,+1.6493985E+00,+1.6988765E+00
-2.6100E-03,+1.6515951E+00,+1.6483525E+00,+1.7224121E+00
-2.6000E-03,+1.6463650E+00,+1.6410303E+00,+1.7297343E+00
-2.5900E-03,+1.6515951E+00,+1.6399843E+00,+1.7140439E+00
-2.5800E-03,+1.6458420E+00,+1.6441684E+00,+1.6988765E+00
-2.5700E-03,+1.6416579E+00,+1.6551516E+00,+1.7255502E+00
-2.5600E-03,+1.6348587E+00,+1.6384152E+00,+1.7129979E+00
-2.5500E-03,+1.6332897E+00,+1.6399843E+00,+1.7140439E+00
-2.5400E-03,+1.6406119E+00,+1.6493985E+00,+1.7046297E+00
-2.5300E-03,+1.6249215E+00,+1.6483525E+00,+1.7088138E+00
-2.5200E-03,+1.6489801E+00,+1.6525366E+00,+1.6988765E+00
-2.5100E-03,+1.6212604E+00,+1.6384152E+00,+1.7156129E+00
-2.5000E-03,+1.6348587E+00,+1.6384152E+00,+1.7046297E+00
-2.4900E-03,+1.6515951E+00,+1.6316161E+00,+1.6988765E+00
-2.4800E-03,+1.6322437E+00,+1.6551516E+00,+1.7208431E+00
-2.4700E-03,+1.6500261E+00,+1.6384152E+00,+1.7140439E+00
-2.4600E-03,+1.6406119E+00,+1.6609048E+00,+1.7046297E+00
-2.4500E-03,+1.6515951E+00,+1.6551516E+00,+1.7088138E+00
-2.4400E-03,+1.6463650E+00,+1.6410303E+00,+1.7014916E+00
-2.4300E-03,+1.6500261E+00,+1.6551516E+00,+1.7171820E+00
-2.4200E-03,+1.6238755E+00,+1.6551516E+00,+1.7046297E+00
-2.4100E-03,+1.6447960E+00,+1.6483525E+00,+1.7088138E+00
-2.4000E-03,+1.6374738E+00,+1.6525366E+00,+1.7156129E+00
-2.3900E-03,+1.6500261E+00,+1.6415533E+00,+1.7020146E+00
-2.3800E-03,+1.6348587E+00,+1.6436454E+00,+1.6988765E+00
-2.3700E-03,+1.6416579E+00,+1.6551516E+00,+1.7056757E+00
-2.3600E-03,+1.6181223E+00,+1.6525366E+00,+1.7014916E+00
-2.3500E-03,+1.6364278E+00,+1.6399843E+00,+1.7156129E+00
-2.3400E-03,+1.6515951E+00,+1.6551516E+00,+1.7103828E+00
-2.3300E-03,+1.6547332E+00,+1.6551516E+00,+1.7088138E+00
-2.3200E-03,+1.6542102E+00,+1.6551516E+00,+1.7156129E+00
-2.3100E-03,+1.6348587E+00,+1.6415533E+00,+1.6988765E+00
-2.3000E-03,+1.6458420E+00,+1.6661349E+00,+1.7046297E+00
-2.2900E-03,+1.6447960E+00,+1.6551516E+00,+1.7156129E+00
-2.2800E-03,+1.6489801E+00,+1.6577667E+00,+1.7156129E+00
-2.2700E-03,+1.6500261E+00,+1.6582897E+00,+1.7004456E+00
-2.2600E-03,+1.6238755E+00,+1.6441684E+00,+1.7156129E+00
-2.2500E-03,+1.6447960E+00,+1.6718880E+00,+1.7156129E+00
-2.2400E-03,+1.6374738E+00,+1.6436454E+00,+1.6988765E+00
-2.2300E-03,+1.6364278E+00,+1.6551516E+00,+1.7140439E+00
-2.2200E-03,+1.6573483E+00,+1.6661349E+00,+1.7098598E+00
-2.2100E-03,+1.6515951E+00,+1.6650889E+00,+1.7088138E+00
-2.2000E-03,+1.6515951E+00,+1.6577667E+00,+1.7129979E+00
-2.1900E-03,+1.6500261E+00,+1.6703190E+00,+1.7140439E+00
-2.1800E-03,+1.6458420E+00,+1.6828713E+00,+1.6931234E+00
-2.1700E-03,+1.6515951E+00,+1.6886244E+00,+1.7088138E+00
-2.1600E-03,+1.6657165E+00,+1.6886244E+00,+1.7014916E+00
-2.1500E-03,+1.6515951E+00,+1.6582897E+00,+1.7004456E+00
-2.1400E-03,+1.6515951E+00,+1.6718880E+00,+1.6878933E+00
-2.1300E-03,+1.6379968E+00,+1.6786872E+00,+1.6920774E+00
-2.1200E-03,+1.6657165E+00,+1.6603818E+00,+1.7129979E+00
-2.1100E-03,+1.6348587E+00,+1.6870554E+00,+1.7292113E+00
-2.1000E-03,+1.6568253E+00,+1.6609048E+00,+1.7098598E+00
-2.0900E-03,+1.6547332E+00,+1.6786872E+00,+1.7156129E+00
-2.0800E-03,+1.6515951E+00,+1.6886244E+00,+1.6988765E+00
-2.0700E-03,+1.6515951E+00,+1.6886244E+00,+1.7140439E+00
-2.0600E-03,+1.6458420E+00,+1.6776412E+00,+1.7046297E+00
-2.0500E-03,+1.6615324E+00,+1.6886244E+00,+1.7088138E+00
-2.0400E-03,+1.6348587E+00,+1.6886244E+00,+1.7129979E+00
-2.0300E-03,+1.6515951E+00,+1.6886244E+00,+1.7004456E+00
-2.0200E-03,+1.6406119E+00,+1.6886244E+00,+1.7098598E+00
-2.0100E-03,+1.6416579E+00,+1.6818253E+00,+1.7088138E+00
-2.0000E-03,+1.6515951E+00,+1.6860094E+00,+1.7297343E+00
-1.9900E-03,+1.6364278E+00,+1.6886244E+00,+1.6837092E+00
-1.9800E-03,+1.6515951E+00,+1.6943776E+00,+1.7156129E+00
-1.9700E-03,+1.6447960E+00,+1.6954236E+00,+1.6988765E+00
-1.9600E-03,+1.6542102E+00,+1.7079759E+00,+1.7156129E+00
-1.9500E-03,+1.6500261E+00,+1.7037918E+00,+1.7004456E+00
-1.9400E-03,+1.6515951E+00,+1.6828713E+00,+1.6988765E+00
-1.9300E-03,+1.6447960E+00,+1.6886244E+00,+1.7156129E+00
-1.9200E-03,+1.6515951E+00,+1.7053608E+00,+1.7129979E+00
-1.9100E-03,+1.6667625E+00,+1.6901935E+00,+1.6988765E+00
-1.9000E-03,+1.6238755E+00,+1.6996077E+00,+1.7208431E+00
-1.8900E-03,+1.6447960E+00,+1.7121600E+00,+1.7156129E+00
-1.8800E-03,+1.6657165E+00,+1.7053608E+00,+1.7014916E+00
-1.8700E-03,+1.6651935E+00,+1.6886244E+00,+1.6988765E+00
-1.8600E-03,+1.6625784E+00,+1.7053608E+00,+1.7271192E+00
-1.8500E-03,+1.6683315E+00,+1.6985617E+00,+1.7056757E+00
-1.8400E-03,+1.6515951E+00,+1.7053608E+00,+1.7129979E+00
-1.8300E-03,+1.6212604E+00,+1.7053608E+00,+1.7004456E+00
-1.8200E-03,+1.6568253E+00,+1.7163441E+00,+1.7156129E+00
-1.8100E-03,+1.6515951E+00,+1.7084989E+00,+1.6988765E+00
-1.8000E-03,+1.6657165E+00,+1.7194822E+00,+1.7156129E+00
-1.7900E-03,+1.6667625E+00,+1.7053608E+00,+1.6973075E+00
-1.7800E-03,+1.6463650E+00,+1.7105910E+00,+1.6993995E+00
-1.7700E-03,+1.6547332E+00,+1.7152981E+00,+1.6988765E+00
-1.7600E-03,+1.6542102E+00,+1.7247123E+00,+1.7014916E+00
-1.7500E-03,+1.6515951E+00,+1.7220972E+00,+1.7140439E+00
-1.7400E-03,+1.6515951E+00,+1.7220972E+00,+1.7046297E+00
-1.7300E-03,+1.6416579E+00,+1.7220972E+00,+1.6988765E+00
-1.7200E-03,+1.6515951E+00,+1.7529550E+00,+1.7297343E+00
-1.7100E-03,+1.6515951E+00,+1.7220972E+00,+1.7004456E+00
-1.7000E-03,+1.6348587E+00,+1.7440638E+00,+1.6821401E+00
-1.6900E-03,+1.6447960E+00,+1.7220972E+00,+1.7156129E+00
-1.6800E-03,+1.6631014E+00,+1.7079759E+00,+1.7182280E+00
-1.6700E-03,+1.6667625E+00,+1.7069299E+00,+1.7140439E+00
-1.6600E-03,+1.6515951E+00,+1.7440638E+00,+1.7098598E+00
-1.6500E-03,+1.6515951E+00,+1.7288964E+00,+1.7156129E+00
-1.6400E-03,+1.6489801E+00,+1.7247123E+00,+1.7129979E+00
-1.6300E-03,+1.6181223E+00,+1.7388336E+00,+1.7020146E+00
-1.6200E-03,+1.6406119E+00,+1.7330805E+00,+1.6988765E+00
-1.6100E-03,+1.6583943E+00,+1.7220972E+00,+1.7088138E+00
-1.6000E-03,+1.6374738E+00,+1.7273274E+00,+1.6873703E+00
-1.5900E-03,+1.6515951E+00,+1.7404027E+00,+1.7140439E+00
-1.5800E-03,+1.6458420E+00,+1.7278504E+00,+1.7046297E+00
-1.5700E-03,+1.6583943E+00,+1.7555701E+00,+1.7056757E+00
-1.5600E-03,+1.6489801E+00,+1.7529550E+00,+1.6988765E+00
-1.5500E-03,+1.6515951E+00,+1.7404027E+00,+1.7004456E+00
-1.5400E-03,+1.6406119E+00,+1.7388336E+00,+1.7213661E+00
-1.5300E-03,+1.6348587E+00,+1.7388336E+00,+1.7124749E+00
-1.5200E-03,+1.6515951E+00,+1.7414487E+00,+1.6988765E+00
-1.5100E-03,+1.6500261E+00,+1.7388336E+00,+1.7140439E+00
-1.5000E-03,+1.6573483E+00,+1.7498169E+00,+1.7156129E+00
-1.4900E-03,+1.6385198E+00,+1.7388336E+00,+1.7056757E+00
-1.4800E-03,+1.6542102E+00,+1.7503399E+00,+1.7129979E+00
-1.4700E-03,+1.6531642E+00,+1.7540010E+00,+1.7292113E+00
-1.4600E-03,+1.6406119E+00,+1.7388336E+00,+1.7103828E+00
-1.4500E-03,+1.6515951E+00,+1.7288964E+00,+1.6988765E+00
-1.4400E-03,+1.6515951E+00,+1.7529550E+00,+1.7297343E+00
-1.4300E-03,+1.6500261E+00,+1.7388336E+00,+1.7292113E+00
-1.4200E-03,+1.6348587E+00,+1.7445868E+00,+1.6988765E+00
-1.4100E-03,+1.6348587E+00,+1.7487709E+00,+1.7187510E+00
-1.4000E-03,+1.6374738E+00,+1.7529550E+00,+1.7156129E+00
-1.3900E-03,+1.6500261E+00,+1.7555701E+00,+1.6988765E+00
-1.3800E-03,+1.6625784E+00,+1.7445868E+00,+1.7098598E+00
-1.3700E-03,+1.6515951E+00,+1.7388336E+00,+1.7156129E+00
-1.3600E-03,+1.6683315E+00,+1.7247123E+00,+1.7014916E+00
-1.3500E-03,+1.6364278E+00,+1.7372646E+00,+1.6988765E+00
-1.3400E-03,+1.6406119E+00,+1.7498169E+00,+1.7265962E+00
-1.3300E-03,+1.6416579E+00,+1.7320345E+00,+1.7156129E+00
-1.3200E-03,+1.6348587E+00,+1.7362186E+00,+1.7156129E+00
-1.3100E-03,+1.6196914E+00,+1.7404027E+00,+1.6988765E+00
-1.3000E-03,+1.6406119E+00,+1.7278504E+00,+1.7156129E+00
-1.2900E-03,+1.6416579E+00,+1.7456328E+00,+1.6957385E+00
-1.2800E-03,+1.6400889E+00,+1.7220972E+00,+1.7182280E+00
-1.2700E-03,+1.6515951E+00,+1.7069299E+00,+1.7140439E+00
-1.2600E-03,+1.6291056E+00,+1.7388336E+00,+1.6988765E+00
-1.2500E-03,+1.6416579E+00,+1.7388336E+00,+1.7224121E+00
-1.2400E-03,+1.6374738E+00,+1.7220972E+00,+1.6988765E+00
-1.2300E-03,+1.6515951E+00,+1.7236663E+00,+1.7004456E+00
-1.2200E-03,+1.6238755E+00,+1.7330805E+00,+1.7098598E+00
-1.2100E-03,+1.6447960E+00,+1.7252353E+00,+1.7088138E+00
-1.2000E-03,+1.6348587E+00,+1.7388336E+00,+1.7041067E+00
-1.1900E-03,+1.6515951E+00,+1.7236663E+00,+1.7323493E+00
-1.1800E-03,+1.6406119E+00,+1.7278504E+00,+1.7156129E+00
-1.1700E-03,+1.6317207E+00,+1.7220972E+00,+1.7056757E+00
-1.1600E-03,+1.6348587E+00,+1.7079759E+00,+1.7156129E+00
-1.1500E-03,+1.6667625E+00,+1.7053608E+00,+1.7156129E+00
-1.1400E-03,+1.6515951E+00,+1.7053608E+00,+1.7156129E+00
-1.1300E-03,+1.6447960E+00,+1.7152981E+00,+1.6988765E+00
-1.1200E-03,+1.6515951E+00,+1.7194822E+00,+1.7156129E+00
-1.1100E-03,+1.6515951E+00,+1.7053608E+00,+1.7156129E+00
-1.1000E-03,+1.6515951E+00,+1.7001307E+00,+1.7046297E+00
-1.0900E-03,+1.6416579E+00,+1.7121600E+00,+1.7056757E+00
-1.0800E-03,+1.6322437E+00,+1.6938546E+00,+1.7014916E+00
-1.0700E-03,+1.6181223E+00,+1.7037918E+00,+1.7004456E+00
-1.0600E-03,+1.6573483E+00,+1.6776412E+00,+1.7208431E+00
-1.0500E-03,+1.6515951E+00,+1.6886244E+00,+1.7255502E+00
-1.0400E-03,+1.6374738E+00,+1.6886244E+00,+1.7323493E+00
-1.0300E-03,+1.6515951E+00,+1.7037918E+00,+1.7140439E+00
-1.0200E-03,+1.6458420E+00,+1.6718880E+00,+1.7046297E+00
-1.0100E-03,+1.6317207E+00,+1.6886244E+00,+1.7187510E+00
-1.0000E-03,+1.6348587E+00,+1.7001307E+00,+1.6988765E+00
-990.0E-06,+1.6515951E+00,+1.6718880E+00,+1.7156129E+00
-980.0E-06,+1.6238755E+00,+1.6886244E+00,+1.7046297E+00
-970.0E-06,+1.6317207E+00,+1.6786872E+00,+1.6988765E+00
-960.0E-06,+1.6233525E+00,+1.6886244E+00,+1.7156129E+00
-950.0E-06,+1.6348587E+00,+1.6870554E+00,+1.7140439E+00
-940.0E-06,+1.6458420E+00,+1.6886244E+00,+1.7046297E+00
-930.0E-06,+1.6515951E+00,+1.6786872E+00,+1.7056757E+00
-920.0E-06,+1.6207374E+00,+1.6718880E+00,+1.6988765E+00
-910.0E-06,+1.6348587E+00,+1.6551516E+00,+1.7140439E+00
-900.0E-06,+1.6186454E+00,+1.6661349E+00,+1.7046297E+00
-890.0E-06,+1.6515951E+00,+1.6718880E+00,+1.7056757E+00
-880.0E-06,+1.6515951E+00,+1.6551516E+00,+1.6988765E+00
-870.0E-06,+1.6348587E+00,+1.6718880E+00,+1.7156129E+00
-860.0E-06,+1.6238755E+00,+1.6551516E+00,+1.7265962E+00
-850.0E-06,+1.6447960E+00,+1.6551516E+00,+1.7156129E+00
-840.0E-06,+1.6348587E+00,+1.6525366E+00,+1.6988765E+00
-830.0E-06,+1.6332897E+00,+1.6687500E+00,+1.7004456E+00
-820.0E-06,+1.6348587E+00,+1.6609048E+00,+1.7098598E+00
-810.0E-06,+1.6249215E+00,+1.6520136E+00,+1.7056757E+00
-800.0E-06,+1.6374738E+00,+1.6525366E+00,+1.7129979E+00
-790.0E-06,+1.6348587E+00,+1.6551516E+00,+1.7292113E+00
-780.0E-06,+1.6458420E+00,+1.6441684E+00,+1.7213661E+00
-770.0E-06,+1.6348587E+00,+1.6384152E+00,+1.7124749E+00
-760.0E-06,+1.6322437E+00,+1.6525366E+00,+1.7129979E+00
-750.0E-06,+1.6348587E+00,+1.6551516E+00,+1.7323493E+00
-740.0E-06,+1.6348587E+00,+1.6331851E+00,+1.7098598E+00
-730.0E-06,+1.6348587E+00,+1.6415533E+00,+1.7156129E+00
-720.0E-06,+1.6322437E+00,+1.6242939E+00,+1.7297343E+00
-710.0E-06,+1.6515951E+00,+1.6520136E+00,+1.7156129E+00
-700.0E-06,+1.6406119E+00,+1.6269090E+00,+1.7103828E+00
-690.0E-06,+1.6348587E+00,+1.6384152E+00,+1.7088138E+00
-680.0E-06,+1.6348587E+00,+1.6216788E+00,+1.7014916E+00
-670.0E-06,+1.6348587E+00,+1.6080805E+00,+1.7156129E+00
-660.0E-06,+1.6291056E+00,+1.6326621E+00,+1.7156129E+00
-650.0E-06,+1.6416579E+00,+1.6384152E+00,+1.7088138E+00
-640.0E-06,+1.6181223E+00,+1.6358002E+00,+1.7297343E+00
-630.0E-06,+1.6500261E+00,+1.6368462E+00,+1.7140439E+00
-620.0E-06,+1.6458420E+00,+1.6216788E+00,+1.7156129E+00
-610.0E-06,+1.6447960E+00,+1.6216788E+00,+1.7088138E+00
-600.0E-06,+1.6463650E+00,+1.6075575E+00,+1.7297343E+00
-590.0E-06,+1.6484571E+00,+1.6065115E+00,+1.7475167E+00
-580.0E-06,+1.6238755E+00,+1.6269090E+00,+1.7156129E+00
-570.0E-06,+1.6280596E+00,+1.6148797E+00,+1.7156129E+00
-560.0E-06,+1.6489801E+00,+1.6190638E+00,+1.7297343E+00
-550.0E-06,+1.6348587E+00,+1.6201098E+00,+1.7140439E+00
-540.0E-06,+1.6348587E+00,+1.6159257E+00,+1.7156129E+00
-530.0E-06,+1.6447960E+00,+1.6117416E+00,+1.7323493E+00
-520.0E-06,+1.6348587E+00,+1.5882060E+00,+1.7297343E+00
-510.0E-06,+1.6348587E+00,+1.6033734E+00,+1.6988765E+00
-500.0E-06,+1.6406119E+00,+1.5939592E+00,+1.7103828E+00
-490.0E-06,+1.6348587E+00,+1.5882060E+00,+1.7156129E+00
-480.0E-06,+1.6348587E+00,+1.5908211E+00,+1.7156129E+00
-470.0E-06,+1.6364278E+00,+1.5882060E+00,+1.7156129E+00
-460.0E-06,+1.6348587E+00,+1.5824529E+00,+1.7323493E+00
-450.0E-06,+1.6348587E+00,+1.5814069E+00,+1.7156129E+00
-440.0E-06,+1.6489801E+00,+1.5688546E+00,+1.7297343E+00
-430.0E-06,+1.6196914E+00,+1.5882060E+00,+1.7020146E+00
-420.0E-06,+1.6238755E+00,+1.5824529E+00,+1.7046297E+00
-410.0E-06,+1.6348587E+00,+1.5714696E+00,+1.7056757E+00
-400.0E-06,+1.6322437E+00,+1.5547332E+00,+1.7271192E+00
-390.0E-06,+1.6181223E+00,+1.5714696E+00,+1.6988765E+00
-380.0E-06,+1.6291056E+00,+1.5437500E+00,+1.7156129E+00
-370.0E-06,+1.6515951E+00,+1.5547332E+00,+1.7187510E+00
-360.0E-06,+1.6374738E+00,+1.5547332E+00,+1.7129979E+00
-350.0E-06,+1.6029550E+00,+1.5563023E+00,+1.6988765E+00
-340.0E-06,+1.6123692E+00,+1.5657165E+00,+1.7046297E+00
-330.0E-06,+1.6181223E+00,+1.5578713E+00,+1.7119518E+00
-320.0E-06,+1.6207374E+00,+1.5573483E+00,+1.7271192E+00
-310.0E-06,+1.6332897E+00,+1.5547332E+00,+1.7156129E+00
-300.0E-06,+1.6238755E+00,+1.5379968E+00,+1.6988765E+00
-290.0E-06,+1.6280596E+00,+1.5447960E+00,+1.7088138E+00
-280.0E-06,+1.6348587E+00,+1.5406119E+00,+1.7156129E+00
-270.0E-06,+1.6348587E+00,+1.5547332E+00,+1.7292113E+00
-260.0E-06,+1.6348587E+00,+1.5495031E+00,+1.7265962E+00
-250.0E-06,+1.6181223E+00,+1.5447960E+00,+1.7056757E+00
-240.0E-06,+1.6233525E+00,+1.5521182E+00,+1.7129979E+00
-230.0E-06,+1.6196914E+00,+1.5531642E+00,+1.7156129E+00
-220.0E-06,+1.6400889E+00,+1.5432270E+00,+1.7213661E+00
-210.0E-06,+1.6317207E+00,+1.5212604E+00,+1.7056757E+00
-200.0E-06,+1.6463650E+00,+1.5071391E+00,+1.7129979E+00
-190.0E-06,+1.6196914E+00,+1.5364278E+00,+1.7156129E+00
-180.0E-06,+1.6238755E+00,+1.5212604E+00,+1.7156129E+00
-170.0E-06,+1.6181223E+00,+1.5181224E+00,+1.6988765E+00
-160.0E-06,+1.6207374E+00,+1.5301516E+00,+1.7156129E+00
-150.0E-06,+1.6348587E+00,+1.5060931E+00,+1.7171820E+00
-140.0E-06,+1.6238755E+00,+1.4987709E+00,+1.7265962E+00
-130.0E-06,+1.6149843E+00,+1.5144613E+00,+1.7056757E+00
-120.0E-06,+1.6322437E+00,+1.5212604E+00,+1.6988765E+00
-110.0E-06,+1.6500261E+00,+1.5181224E+00,+1.7156129E+00
-100.0E-06,+1.6238755E+00,+1.5102772E+00,+1.7046297E+00
-90.0E-06,+1.6280596E+00,+1.5181224E+00,+1.7124749E+00
-80.0E-06,+1.6207374E+00,+1.5071391E+00,+1.7156129E+00
-70.0E-06,+1.6196914E+00,+1.5212604E+00,+1.7140439E+00
-60.0E-06,+1.6238755E+00,+1.5155073E+00,+1.7156129E+00
-50.0E-06,+1.6181223E+00,+1.5113232E+00,+1.7124749E+00
-40.0E-06,+1.6207374E+00,+1.5045240E+00,+1.7014916E+00
-30.0E-06,+1.6181223E+00,+1.5029550E+00,+1.7156129E+00
-20.0E-06,+1.6348587E+00,+1.5155073E+00,+1.7098598E+00
-10.0E-06,+1.6249215E+00,+1.4977249E+00,+1.6988765E+00
-0.0E+00,+1.6348587E+00,+1.5071391E+00,+1.7041067E+00
+10.0E-06,+1.6332897E+00,+1.5212604E+00,+1.7156129E+00
+20.0E-06,+1.6348587E+00,+1.4987709E+00,+1.6988765E+00
+30.0E-06,+1.6249215E+00,+1.5212604E+00,+1.7056757E+00
+40.0E-06,+1.6374738E+00,+1.5238755E+00,+1.7156129E+00
+50.0E-06,+1.6348587E+00,+1.5181224E+00,+1.7156129E+00
+60.0E-06,+1.6291056E+00,+1.5102772E+00,+1.7098598E+00
+70.0E-06,+1.6484571E+00,+1.5045240E+00,+1.6988765E+00
+80.0E-06,+1.6233525E+00,+1.5160303E+00,+1.7182280E+00
+90.0E-06,+1.6667625E+00,+1.5045240E+00,+1.6988765E+00
+100.0E-06,+1.6238755E+00,+1.5102772E+00,+1.7208431E+00
+110.0E-06,+1.6348587E+00,+1.5212604E+00,+1.7156129E+00
+120.0E-06,+1.6348587E+00,+1.5212604E+00,+1.7349644E+00
+130.0E-06,+1.6348587E+00,+1.5060931E+00,+1.7171820E+00
+140.0E-06,+1.6181223E+00,+1.5102772E+00,+1.7046297E+00
+150.0E-06,+1.6317207E+00,+1.5076621E+00,+1.7124749E+00
+160.0E-06,+1.6348587E+00,+1.5212604E+00,+1.7156129E+00
+170.0E-06,+1.6500261E+00,+1.5196914E+00,+1.7140439E+00
+180.0E-06,+1.6291056E+00,+1.5212604E+00,+1.7098598E+00
+190.0E-06,+1.6348587E+00,+1.5113232E+00,+1.7156129E+00
+200.0E-06,+1.6374738E+00,+1.5186454E+00,+1.7014916E+00
+210.0E-06,+1.6348587E+00,+1.5348588E+00,+1.7020146E+00
+220.0E-06,+1.6291056E+00,+1.5045240E+00,+1.7156129E+00
+230.0E-06,+1.6348587E+00,+1.5181224E+00,+1.7056757E+00
+240.0E-06,+1.6348587E+00,+1.5212604E+00,+1.7014916E+00
+250.0E-06,+1.6515951E+00,+1.5212604E+00,+1.7004456E+00
+260.0E-06,+1.6348587E+00,+1.5270136E+00,+1.7213661E+00
+270.0E-06,+1.6379968E+00,+1.5280596E+00,+1.7088138E+00
+280.0E-06,+1.6515951E+00,+1.5071391E+00,+1.7129979E+00
+290.0E-06,+1.6515951E+00,+1.5212604E+00,+1.7307803E+00
+300.0E-06,+1.6406119E+00,+1.5212604E+00,+1.7098598E+00
+310.0E-06,+1.6348587E+00,+1.5311977E+00,+1.7088138E+00
+320.0E-06,+1.6348587E+00,+1.5212604E+00,+1.7156129E+00
+330.0E-06,+1.6348587E+00,+1.5228295E+00,+1.6837092E+00
+340.0E-06,+1.6348587E+00,+1.5160303E+00,+1.7156129E+00
+350.0E-06,+1.6317207E+00,+1.5212604E+00,+1.7255502E+00
+360.0E-06,+1.6348587E+00,+1.5212604E+00,+1.7129979E+00
+370.0E-06,+1.6500261E+00,+1.5228295E+00,+1.6988765E+00
+380.0E-06,+1.6515951E+00,+1.5270136E+00,+1.7103828E+00
+390.0E-06,+1.6416579E+00,+1.5379968E+00,+1.7088138E+00
+400.0E-06,+1.6657165E+00,+1.5186454E+00,+1.7271192E+00
+410.0E-06,+1.6348587E+00,+1.5379968E+00,+1.7156129E+00
+420.0E-06,+1.6573483E+00,+1.5212604E+00,+1.7265962E+00
+430.0E-06,+1.6447960E+00,+1.5212604E+00,+1.7088138E+00
+440.0E-06,+1.6604864E+00,+1.5212604E+00,+1.7014916E+00
+450.0E-06,+1.6667625E+00,+1.5076621E+00,+1.7020146E+00
+460.0E-06,+1.6348587E+00,+1.5322437E+00,+1.7208431E+00
+470.0E-06,+1.6348587E+00,+1.5280596E+00,+1.7156129E+00
+480.0E-06,+1.6489801E+00,+1.5353818E+00,+1.7129979E+00
+490.0E-06,+1.6364278E+00,+1.5212604E+00,+1.6988765E+00
+500.0E-06,+1.6458420E+00,+1.5270136E+00,+1.7098598E+00
+510.0E-06,+1.6317207E+00,+1.5311977E+00,+1.7056757E+00
+520.0E-06,+1.6489801E+00,+1.5495031E+00,+1.7014916E+00
+530.0E-06,+1.6181223E+00,+1.5379968E+00,+1.7004456E+00
+540.0E-06,+1.6568253E+00,+1.5604864E+00,+1.7213661E+00
+550.0E-06,+1.6416579E+00,+1.5379968E+00,+1.7224121E+00
+560.0E-06,+1.6489801E+00,+1.5379968E+00,+1.7014916E+00
+570.0E-06,+1.6484571E+00,+1.5395659E+00,+1.6837092E+00
+580.0E-06,+1.6458420E+00,+1.5489801E+00,+1.7046297E+00
+590.0E-06,+1.6416579E+00,+1.5547332E+00,+1.7156129E+00
+600.0E-06,+1.6374738E+00,+1.5406119E+00,+1.7182280E+00
+610.0E-06,+1.6651935E+00,+1.5395659E+00,+1.7292113E+00
+620.0E-06,+1.6625784E+00,+1.5379968E+00,+1.7098598E+00
+630.0E-06,+1.6416579E+00,+1.5547332E+00,+1.7156129E+00
+640.0E-06,+1.6515951E+00,+1.5547332E+00,+1.7014916E+00
+650.0E-06,+1.6364278E+00,+1.5547332E+00,+1.7171820E+00
+660.0E-06,+1.6683315E+00,+1.5714696E+00,+1.7103828E+00
+670.0E-06,+1.6416579E+00,+1.5479341E+00,+1.7056757E+00
+680.0E-06,+1.6374738E+00,+1.5662395E+00,+1.7129979E+00
+690.0E-06,+1.6364278E+00,+1.5411349E+00,+1.6988765E+00
+700.0E-06,+1.6348587E+00,+1.5604864E+00,+1.7103828E+00
+710.0E-06,+1.6416579E+00,+1.5714696E+00,+1.7156129E+00
